model,owner,mileage
vGEEYIHdgb MXFL,IkVC1WK OyLlsXiYZ17pe2WD,4332.642578
torL,IkYngaZS-. 7O54NfJ,3785.159180
qknNcerVo,IkZ!.jfYnLDxcuYI,1600.012817
XUFWyLRLjwQGKks,IkZQVSJEClUVB9zEhNcXKPE-8,7655.550293
amVSXscSFSW-JP,Ikeom4TlOjeOxzqD0UJ2OP,9022.008789
CGDRrRLY,IkfmRO7.erE0S,7668.372070
R,Ikg2,1629.497803
TlSc,Ikhr?pE-'HWnElC HLN,5530.291504
nZCgGoS e,Ikm1ZCFVnB#X,3189.200195
qotk,IkriCS5iBKVGx0H6OibhwVMb8#,425.676392
tzJUy-XvMgZ,Ikrm5DPKPOvN3,7620.737793
YFAMWAaO-liNDvmv,IktAR-H,3130.585693
Uc Lu,IkwuJes?,1247.053833
fqjIC-H-FiKWVltx,Il,6974.245117
xARQ,Il-Dm7!Y6aG pIzR4Vr29dwqs,5937.585449
xNSXX-EqYZTyT,Il4El0nqW!bMTTazK51b'u2CZW0,5492.096680
k,Il5ZVmEA3G,9367.113281
LHnWdi nJmaGUnuP,IlB19TMMSK1pt,3601.198486
hGKzjsPsp,IlJhEhPk8u',6331.875000
vacnHa,IlMd?rrKZmr!bGK1rTeMTdrwwCwY2rio,8502.047852
HTxOBRNlRj-dxLHr,IlO0bC7.o,7615.602051
-QYBoYjjUeDABqgV,IlX?vHtkfyetDli2 vwYGlX8Keoq!,8585.394531
FCBSoF,IlYWdL!5-paz,6625.871094
o-rwYmym C CDb,IlYhj.'jQl,2733.546387
w,IlZ79hOQEZ.s 1qKn92-x?kBe,2669.439941
bU-OfD,Ila8b .M!ux.,9595.237305
T,Iln7?JY'F!,206.799454
i,Im!oFF,1630.412842
D,Im13,3488.401855
TXCaVGfOcXu,ImKSxEBTp3'LPESsGYbRBljXMkwOj,8026.670410
xEgYiKAzuq,ImKj.?927!0eO'OU#NxYuR,8988.000000
UP,ImM0mke6uRWXKDVc,206.389801
WUrrwQKVNj,ImTTptrgzrco2,5291.106445
SiDKxSTngqLgsscp,ImVC,4271.479492
vKDTzKB,ImYua8SO40o,2390.748291
VAYhKdRgnJxjdZw,Imia#KV.Wl,3492.752686
WNBvSE,ImjS'agrq30l46txFV30IcG!u2,6960.666992
CEXdPfPejkgUlG ,Iml6OYEBFgTBadplQQbAsYSxjgVX88u,9676.331055
QXMhhnMZj,Imp8kyf4xw,7723.397949
FyL,ImpO8rC3?o9oebE,5165.714844
kDuMxF XIC,Imw0X3ce.WTy6koRv,8094.348633
y YU-bs,Imy9J#9,4041.851562
FzGLDX-BQrDC,In jLrzPE,5298.745605
ZPLgyBUbHrSwt,In##OrC#vg8JSAzF0nBzee,5352.606445
mieFFOqJ,In#dZLbvcK'7g,3694.536865
clQfU-eE,In6 ZSLdmJotRE,830.860474
v-FKZvevWInrxY,In8-yaQNBZ9Rgltl!gTro1.j,7756.970703
YBzJCZLPEWNhcZm,InB 8,955.969360
INgEXhK,InDu',5816.915039
MPOTVfTLrwoVtaa ,InEEPd,2284.964600
nYGfbq,InH3VDS,1495.970093
OkbLLYkOWRuVF,InN-yOm-XS!E?jsyN3FQ#kDFt hhgI,3949.035156
NbyawaF,InX93,8483.427734
hX L bEFgGZ,InYm#EpVYYt5jF!K3'P4M7mEJulV,6891.522461
Mg-bZyzbjSDll,Ina8UdNb'XjIREb,2928.611816
rJS,InaBIOGNzq3g,6301.769531
dhuZCg,InbGFrNqMbwtwDnC6shYieuBSS2A!,2402.168213
oOB,Inbw,2454.029053
REmowWBAU,IndKkrtu7TX5,4415.974609
QsrnTPn,Ini3Yua6xWqvmN!oem,7772.075684
aSKQPrxgiCYUvgB,Ink-#In9s6BjPO0luhh!-gTdAoteFP,7848.175781
ytUv,InmpdnhIiePI6qiOE'9fy,4642.084961
RksLK ,Inmqs3DBPGybK3Q4!,7636.523926
VHL,InobcZEWd1,8946.308594
zMv,Inr4LlL4c4QvYGh!ZB,7564.729492
dkmWvlQX Yx,InwF?sb,5583.876953
vCMJsF,InxJ2GSIaNRFNvV,4977.186035
 VnRmC,InxtXA,8523.927734
powoAJHzInRIOw,Io,1212.117676
OPCBGSm,Io Di7O2O j#?jD40!ZEN,8969.777344
qBqTuC,Io XDLPwct,5634.975098
IOTRjXzcJ,Io#Q#RHjw7NFCXOeX'LpgD-.W,2511.682373
YAmzPd,IoBrnkj4PDhQ3#XHc,9880.933594
-kBUOnqDGlC,IoEp#SLg6nU B,9261.466797
PJMy,IoGC-8YFDO3z#43Pp0.0MbvN4hK#mW,9564.325195
gc,IoJB4,9300.436523
wLNx,IoMishX,3808.577393
B lpn-UyahoXUjR,IoP'0.o5K4D!ajy-KXROEzu-,9445.208008
F ,IoP7T BOVU VZyqneij0.LyFNJDTv7I,7849.938477
N,IoXHIk080NmC!T- DnDm5pzL3Pnse,5082.647949
bQuUcQ,IokOcX.s6.yy,5632.451172
UbbrY,IomV5iM2?S.FbX,2298.202637
donKQMaUyhs,IonTNVKE!k63!,3780.414307
Ef,Iopg!-2,2069.054932
YsErfECvBzmjvPe,Ip,3453.563232
ESKy OXvlTEQRXsN,Ip,7313.876953
LZODPopvgB,Ip!Q36mQ9xc,576.969482
SgxNyVDiN,Ip'd8,3477.371826
gkPMtxDbj,Ip0V6fnXPgo,1236.913574
DHqtnvAfU,Ip4x5Ux9HUa-zaw3Wg,8644.213867
BBLsE,Ip7j#3.Fbr?BgVU.,9225.218750
DbEraja OEk,Ip9Ml3MQB,6052.578125
L,IpBFezsV1dcJ,1643.480591
EDT--sNmJSGAzAbj,IpCaUMYygB,8027.033203
iLceScHL,IpMWQ#6R2i,4414.669922
vsTDj,IpRf F2Hkq'9n5s,3663.376709
GrddZWDK,Ipd0UqgdGM.LVnHD!Gs!kc4kFLZlCTDr,3688.292236
lzdleuwKIh cIBN,Ipktkh3UihEtH-Fd,5274.218262
 LMkVBczlJ,Ipr6fMp'ojlVhu3T4lCPvly,2666.327148
DX,IptC4,9390.937500
Hh,Ipu-PrVdmVYlF8lju'SCq7wdp59UZV,3124.428711
aLImBJi,IpyBZPyAEPIafwXwq1ZMY,2219.763672
pshWJV-,Iq0cO'n4bV,2743.381348
qguN,Iq1Vc-HI9oS,4806.076172
 IkVc XC,Iq67H1Ntagsa74R7HsIG,8211.812500
zTwH,Iq68DVmixNfxuEQTn,3851.515381
PRQnogoEdmdXucz,Iq89vzqb'Nd'zhArDvf,6099.016113
iqKulVqsNS,Iq8Q0Fm-RPGbim9C,4947.841797
Z,IqC.Y#oKI12-0CHW1-s40rBjHl9SB88W,6369.328125
kYJ-hEDvwBOPPyxb,IqEJxCgYfaicFBL4TIWA!k8,4621.324707
e,IqEzpN!rTFvGcNNrpDTo Mis#DQVLwp,1465.662476
UMOMdJNjJLMcNG,IqFooIjRTNWjtg,3175.896973
wuarBDrD,IqNssyY2#TB4s#sVhNXWhH!2NbT2,5272.305664
qkzHnGFElf II,IqWDKV?BAY7v1C22N-VSdi,7816.465332
EuG,IqWbj?,953.430420
IkPOpDE,IqYL,9217.095703
KpnOSNsda,IqYgWlS7O5-bKGHRy-Fyn4k,8736.805664
gutfpU,IqZJKl,610.285095
ABqzrCXyPJIAtOAp,IqdAkqs36X?TO#f90zxteQ1KgWx7,4384.999023
XHQhs,IqdLLkoYU,660.417908
NsXaH ,IqfQlGrWFcUIVzQ7K5dh0IRa1Mw8iPcn,4948.258301
PFGaP,IqgN0WV? ae,3810.148682
GkDCczNLx-A,IqgSe0Ye2#sgQmn2ssenBqQa4D,7161.486328
CCYNTSPXBNMe,Iql0l8.H2zok!VzG74uP'KdHxbD,2414.067627
SjLtTBEkqP,Iqlb2gcWrUAwP#r#H0HsRX,1261.796387
qnVvWZnQCPr,Iqno!SgTH2oX!nB!?f,3399.321045
IPAMBlK,Iqra3#lAl!l0'vczxKn8-hU?QHh#9JpA,5571.923828
iCk WwLpN aHLN,Iqt7,661.920776
Tc,Ir,3884.663330
byHBnsOIffeKDq,Ir,4062.146973
bhr,Ir-xhxXX.,6454.974609
BOYXrPCSpLZeJryE,Ir2.Wge0y4fq,3237.871582
hwC,Ir6w M4QLXKKWmnY8LLb8P1MpKyApW,1951.128540
WjdOXUMjND-B,Ir7V'KSy9,2178.940674
fhwKNheTvywTkie,Ir9JA6NJ-6EhF6#gdJ 6,361.445709
YYZWqmfB,Ir?yslAwRsF0Ro2!S,5102.092285
XfJpjOK,IrAUc'JFCg7!7!mU'qg,1462.255859
rYXXNGSGWjHKRK,IrBB iYDa.CcOf0xNc8DBN,6258.034180
yXcGZThOAuzb,IrBefwr?5AfILk0-#TcWFPPZuqcy,7212.663574
hNc,IrHuTAeeB4GeK,449.815033
nTgeb USwOyfI,IrIoBEiE8.mK-vRdXTUQ0Okex,4802.739746
I,IrJ,853.347351
cQShP,IrJ55aFjsJ!z0pXNh,7218.435059
LwPztL,IrKVGwkku2fJHyRZL3YQG,5156.300781
uR tieKw,IrOqlY6JhmI,7239.370605
OjNMPu,IrQ'BPBt.kJLb,456.096924
NUDdds,IrSJ.TNoHqX',9350.392578
bJGjcMrNZWBTkUVW,IrYrxAfowXCfN.v1G,5546.466309
NzEhDuRDdBpPW,IrZhjrNoxZ1vPivIgbI#xFPUXNtzmn.8,5702.487305
scIV-Vy,Irgd88QxQ6I5-xPAeVxqTnR?v,3157.937012
bocHvHVu,IrnODfLjzTm5ZMF,582.252502
sp,Irq#I-OB!6mmyXQdUb0MXNvvjAQA,1731.224731
eqqZ,IrtR-h!pgFnosTy,6123.462402
rfoDlDVoltTdwBC-,IrvbMCz?s,7525.447266
gbUSmVzFys,IrvlfcxlJGxLeA 6Q4HX,8985.917969
cMmpRHoe YaokIVW,IrvnP,685.353577
dCYhT-ZmZpHOh W,IrvztCl,3822.310547
gev,IrwNz hK2rKogKzEj2E9p,1113.956787
VlS sntM,Irx!11B,2671.932129
D,IsEMmQ'XTh'mMAVo,7051.201660
QlSr,IsErZM5n,1174.826416
hCV,IsG5MOLh0GyEVjO.EK#nH7BoOK#,9002.121094
sSVD,IsIK8KKfJ#lIhsrWaL3NH.K50Xz8isf,3871.032959
F ehiqxCqGQD,IsTM4yZdAW1R.lr,7106.763184
lTGdUQx ,IsaI0vx5,3441.350342
DaloL,Isbc,7438.100586
AZrEvdS,Ise1gl1cgxBILlNsOtluymzELwi3w8Yu,2643.155273
GOqq,IskO!,5308.679688
-BwdtwLhHWsQtwuZ,IsmohmeC9SkhT6pl2WWWhMq#O,2949.816895
HmwbzukymWQq,IsorY.1p.bEp4LkbFaKwX9JZ!Ap'kP,2109.136230
SklzIKgB,Isp,1503.958618
iyXQ,Isr?A-2chRG?29ZK'fN,8726.061523
scThP-lplI,IstQyGvU DWirK,3507.555176
 GSoZNwOdToIOvh,IsuhZQ0QjcProK'HP,4861.520508
eLIWP,IsxnfMrwHD8utmR!WA.yQ1jtjQa,7263.987793
TgvSZbo,It 5 y,2141.717773
kv-VxAKKapYwwG,It# gSj4S91vN2q8BPJqjDx?,3366.581787
YlXKLlDlCHDse,It-geHs6SGW3Ckuux,6546.403320
gEWjAwHQehqikS,It-z1JHeo'sBgqnG6tm5bhGD1sAP8BAD,7993.574219
qFLZmXpUKcPyHa,It4fytkU,3376.818115
mp,It658y9,1568.594727
TaZhEjBVu XGLv,It67I0,6525.298340
dTpoaCcUacwv,It6Ft0hKaTZqnWpN?6'bs80tjDN,7118.036133
OURtBypz,It6ckTt,4476.918457
mMwQwLsIxU,ItDXE t0l,5243.762695
-CRsCPRCdzqnyt ,ItI3l,3053.989502
FWBvyV,ItLVgU2ViOtO#mJFwv72F7JCTIv!fa,4898.040527
CeGEJZPMYafFQhk,ItO0o5Z#Fplc.NJUU B-xVgb?ztQt,5045.167480
HDtcws,ItRb2xIgl5pjcw.M?Xi4oPrt#8OWum,1381.413208
H,ItSszJr5pNeTVk,3435.232666
HbRsTJ-xWvEFDiBO,ItWT1OQ,5987.092773
MxAmKVvrcC,ItZCP'CvwRrpyCS4kz,9932.923828
fcloVvi,Itcv18C!VPU0cAt,5634.793945
mDm,ItinwrdHpq!,5991.307129
k,Itjmr18IfguAJOH7rql9Wh3Wl8Jj,8384.751953
pBRcxOUY-l,Itl38,1495.289551
o dfsQGIMYKahl,ItpJ1pTi ,9428.195312
mdpeVAtlPQoDwOue,ItsC7CRUjfXxm7vPFOjlao,7311.848633
jCyDxzsmVQcBKtoo,Itt 1zNr#1w,9343.216797
shvAsUwkdKeG-IvY,Itu,2433.288818
eEVTIBmrPmQah,Itut2'7MeS5FR,4145.308105
ntIn-trBjAEww,ItxP8L8aXCGS8p2s8GcA0q8RCXWBUoN,3453.138672
 q-JPkdl-CAbvlLN,Iu0'ypyIJsG#SqzEycKUePnm6lQM a,8252.953125
IT,Iu2ZyiS7e0LaQum!sj,6511.540039
J,Iu87L2W6HaAvjzu0prBWXWD ?yz''k5,7617.922852
BcsUbZs,Iu8hFrLjRCohbeRQqYoBJhBU,2304.316895
EiZHCY,IuEy05aQOJG fqD z550IqmCd,1513.229614
yPz,IuI4N,6610.390625
ofqZJAFKTH,IuIrK2h2g'Jc4WxhdX,5565.158691
SF,IuKsXTxXQlQ3vW62?lW,5848.478027
YlKUEkgBQ,IuLH?w?Qmdo599l,8588.940430
rrO YcuJv,IuMvf1Jl-JI863tzYzm'wMYOhTK9M?XJ,1285.757935
HqdfQPXQBRjNzg Q,IuUwzROXF-nX9yquQR1gHsmVR,1916.577759
wC,IuY4G K1,9651.654297
Kkq,IuYAXDrNnfozRY6kPj-k,7268.320312
GFwGfjoRN,IucQ1UiM,5692.030273
--LvAEyAv,IudBzhtO,1790.009766
Eyb-qiMlH,IudvY5rm,4636.454102
jTIiFGdt,IujSf5gVgoHRzKAth,8971.531250
niAK,Iuo2S-8 6!5imik7.G?'fUWyGVMb6!,4472.235352
vaz,IuoEgqS9jk##3l'G3YBK',8524.431641
bvaNxdKqvgYOsO,IuuynJMTp8De7FUzX8NrMdSvxAo1Uj,2856.459473
BF-,Iv Zv-8uyy7X6,5388.949219
UCr-FOnhbqM,Iv gcJKcMs,4599.760742
ariGCle-i,Iv-IhAb6fY,4050.020752
nLoaYpteMtF,Iv0t3gXUMgX9##2lfe,1006.215088
ekse,Iv3viBEJ1jKT-socbYVM ,1814.243042
M,Iv6r!pOdGJGbT?WZpvW',9100.387695
xBZtBTVtD,IvQZA7ZVK,8428.485352
xslfpiAJy,IvXEjBb-AtB0eC7RiHFSIDA',1094.851440
PvicNE,IvcOWaSWmmrlsm8W2FeqZIc,9798.476562
lzxmJcUuGVpHDC,IveOw,6348.166992
zmI,Ivj#e7m##qynC1CEV3WYtc2KB,4931.066895
qAldLxq,IvwWZgk-fVjQLYR5gg6fjio,8994.403320
NDBkfwRBJrcTbZTt,Iw,3490.610596
R,Iw iHoi4KU,9474.445312
cvxuIrd,Iw.1aEnDe YmfUsVpa'veg3Iaoo1w,9637.964844
flWnJXPk,Iw.Pxfc0?N4?HLq,5455.778809
pbmjSrtdDor,Iw5noQByai5Bjng8k94tw2z?xynTTOi,1847.151611
d,Iw9Kk1pI9Xq7mIfHFsEw7#oE#JfN74df,5623.859863
qzWdsRgtX,Iw9Xh t57',7473.815430
NplKLrytusNpddyv,IwD6!vX.Nj7i#hUrNEJAwBz3,1647.584229
Gkoayfml,IwG-P1us,5006.557129
qU,IwYTCpGgl-t73zb,3828.343750
hWeoQPeEi,IwadOtB1OOIfJjIND,6645.750488
VCMHCVT HlsT,Iwe5OBFlOQ7Rxpz,3884.013428
MANaY,Iwf HI,6249.917969
mdpm,IwqIgFaD1pevI80vFfrNDCSdd,4241.879395
ZbnEcHUmOr,Ix!! 2Vn7skvkQpHB!k7s,7651.086426
YPdMFJiWsaTNH,Ix#r?aEIcwz,4945.013672
mhURNTWDMX,Ix'cPEIp 65ak6mUvu,5779.031250
itwLVHRWxsluCFJp,Ix8C9 NvFtpeVi8'20CWpfN,2089.526855
fqbAxfWiTiR,IxI7uhjQGeaDLFfdK6'b.PCg,4411.602051
fC,IxJm.3akX0c3me ka7-Q,8789.079102
pEnmfPuyft,IxK,6373.619141
MzNchDszSOU,IxKQRCRMa olo6uPlYcYQwORTD6,2159.122803
SrUxxodSXfrloDY,IxKgx9NEEVuGISMozLfnH#t6ywhgpef,2775.140869
 hajzcWQkf,IxL,8589.124023
TivdaUeaqueoK,IxLspnD'T'fF57szo?IB1gxgVsy,6585.833496
mOHUCUPxSH,IxQXnLHG-XPZ8XA8j,1237.867798
xKTcXUaeyCbeM,IxR,9671.915039
yKY,IxUR-G4T3x3oZYBGMcA9N,6681.669922
XvwxqbmNT,Ixa0O12QApNd-DLPBB,3194.609619
lq,Ixgc9HaKBCIVe!gmXmz Hw,7644.241211
TWloNnCqTr,IxhLQnTRWar,7418.381836
GerTYHRfWp,IxkHR1f L-LnAB 5w4!Wv8K o,3724.449707
ryxyzkszMJnKn,IxkYrQcI!sUBvR7ZCaVc!VbXqp,3007.168213
TcheZmJ,IxlCpIGSQr'ur8bTG1SIGS,723.579529
QvoteSI,Ixlf.Qw6G6Bof4Q''iNT,7920.468262
ZoFDxGLmPUuQk,Ixmc7.98Gud1s,9023.778320
LUajozWPpauIgV,IxmgR2vqY6BATmMN9hROxhVlZaWoB5!,4635.304199
TZJtJ,IxrmEh,3213.927490
IFYTVcPCxwd-oes,IxymBVD?wrwy,3354.698242
pRCh,IxzbKI3GfteVCu7ngIi4,2166.899414
QwBdhQs QIeaO,Iy0i6tmlBm6EpS7,8486.621094
mqBShmmb dQB,IyB!i,135.960083
NlbyhghQB,IyBx!RoE2fTys9 5q,3386.293945
dVW,IyCN7UO?4XQsnoJZo6wqt?8Hi62,1563.448975
UWnfd,IyEK3c-VSM6oPSRSJNKg9hz7BwxAX,9397.224609
WnmmghmKCVzht,IyFrpeezSN1omVK2dEBSRdJ,5923.909668
  z,IyL7ANxkUXMFDPLt yfa80cQya?SVXP#,7529.542480
LoCLzad,IyLLdbXU03PyfkFPwoIuaP,9730.856445
WdjqYf-llFWqiPBt,IyPKNgdk8amZ?p5,9633.447266
RoVag-gyq,IyU4U6xHgXH2NfpQjhijlTAwU,6630.556152
QYq KmrUGSfxYF,IyWEsOi!pMlZ WNIG!QcmnjiKSp.ZPs8,7734.244141
kogkvKtUbbVGZcqM,IyWXpv?Foi988H89yPsKY7Enclq8ws,6838.989258
BENbdEtARc,Iya5Ub3ZliVWg!Sq3SQw'tTUYYT1,2416.813477
QYjQZHOnmwrzCQtj,Iyb,7009.150391
ikHEE,IydMsoEu.hNKL?XiZPb,976.218506
l,IyekAcC,5496.309082
KMqZzp,Iyfb?bAhbYQ7F2,8876.834961
ohGFYpuDm,IyiLJcz4BK,3866.771973
TpJ YHszO,Iylgzr,3633.838623
rayRbAu,IynQtcjPJY6q1SxlVJftQchNqZ9pnN,2806.626709
uXr,IyoE64fwc#nBDN8ii?FHJmOn.,6422.512207
bgGyApBuopjyl Y,IyoxUDMDKy,6490.265137
KvnrnEATaTY,IypWm0Ag4B,4245.561523
t,IypgNV5N,9513.023438
HBaA,IypqVvT9,8543.960938
WkvDIMd-LEMDwZ,IyqVaNVqyivyuoqF5Vp91VnNMF,1567.640503
c,IysHqYEIq7Mks7RRdHx0m1t3IHzpEAf,8235.668945
erlwNclCrrjxL,IyxJrjQ,7705.882324
aay ,Iz#Cyc2li5zEKXq5a8JFIdv#Z,6808.703613
mExgMVSY,Iz.LygP0ags,5448.732910
pkYomNVOKyD,Iz4.0?Td90XK eJsXHllLxu9VZM?r0,7497.191406
-S,Iz9jGlzU6fxmOm1oiukfqW7DrYvziC2j,7919.545410
YLAtvLJkRvManVcR,IzH5A.SIZPrch!9,7668.382324
y-DstY-jFIJM,IzIP1d,1885.486328
IfLgBAfaEpIzr,IzJ!a2YVBZ3nQ7tGep6,1195.868530
GFnXpulncdaGfMtq,IzJ7H#CBph#4,6799.689941
JXiKKeE Zd t RK,IzJF7G,8540.546875
BSOGfAgoowu,IzLbMB2mFDM4,1492.605103
aFn QPuwBsUNk,IzQ6apie5?Vz-9Fu7f'SFD9o3nPr82,6877.732422
FCyWdDciLSYkctPM,IzQXZ1eK,3620.979004
O,IzVQM.E8vDgfQvAcUZ3l1jB#4tWWhzb,4407.109375
DwOtOe,Izjk9Z1IHTGRUQRXX3SRFpCJnz,5639.295898
XUQTgfIzWL,IzpzGQtqK?WlbhP,7004.272461
v,Izq6J#gnONPTeTHqCwtILdf308 9Kul,4659.348633
ZoEbMkRvzyHpPEZS,IztHSL1UVZPGxw-ly1i!dT,5654.292969
CABJP-,IzvWo2,6956.263184
gdAlWE ,Izxq63r1'0qeP?,9714.367188
Uk,J,3248.699951
BK,J,1520.692627
TafSxNBbUjdkkp,J,9434.686523
AK,J,9257.100586
qme,J,7475.544434
A,J,571.973999
fKjhWfJR,J,1481.453125
oW,J,996.118286
z,J,5782.612793
qH,J,5228.823730
SPI,J,6508.455078
KfpoLuDKgIHompu,J,23.831190
ssUhxUXIUNSpbXx,J,3293.811523
fM zg,J,6811.665527
PlFToKWs,J,3775.094238
NFdsCnRv,J,5429.111328
strnZmCGkT,J,7779.888672
ALDnWHdmHGh,J,3363.244141
DzU,J,7369.850586
 jzYNJI,J,393.152679
NdhSyb,J,3946.802734
iQ,J,6442.594727
J,J,3447.375488
ujkWcAhcbkLbIsBw,J,2274.190674
W eJPSEY,J,2277.257568
VHsx ,J,9172.003906
yEMBjTpi,J,3724.534668
qNnVrJklojhCy,J,9603.425781
oJMud,J,3508.529785
sDS,J,2248.232910
g-oWBwcA,J,8085.903809
tG-OcQ,J,4185.435059
seeUyI bxAl,J,270.021515
bUQW,J,666.146301
HJPMXRMN vJxnFgq,J,1138.720337
SwmTVbAXvtxMaTM,J,2942.106445
NkLP,J,2536.077637
yCVBBnfefboXE,J,8430.101562
ysGRjETkRiDfv,J,7456.956055
n,J,6522.358887
zBonpbzrGDJcyDG,J,646.666138
H,J,4350.148926
shLACAtHd,J,6786.544922
eyVtFSYo-qQplH,J,6721.203125
ZDhZpkbxExmU,J,6048.775391
ObEBx yAkGN,J,7701.853027
PhbNx OPmEv,J,6063.176758
p,J,503.293884
Efdpd,J,734.328003
EPF,J,742.853699
lE-KlYTcnLRx,J,9442.356445
PBGYYn vKkXzlS,J,5278.964355
w,J,6160.502441
hCFoDt UpSojLhPR,J ,7652.559570
N,J ,6884.274414
YnUbEMhFYq ySmkm,J -Uu Pkm6DoAZDwGXkM,3064.237061
FNlh,J 2EMk2w#S ?9q #?MLKBlnrd,8210.400391
PZExqu ,J 3aYRW4VRy,5568.493164
Dbkk,J 4vT FCD6!2jjr3nB0 p,7761.605469
WUfo,J 79RdQ3# vqeP,2235.769043
PZyGQ,J ?PGOH8Baa3XI5noYZ BRt2OxB,9421.708008
iXY-CQptEiA QxCu,J CJ7yb'CaZI3P,6274.778320
vuDXViUpPBOE,J Fb0F!4Fwa409jcLsv,6005.362793
EMxIkebvnqUajPDd,J JfHN'74O,8173.754883
UL,J L0BmRZ!oUYjbCu,4311.246582
mnh,J PpylKxRhw5Rfq0pm4T1CECbs,1005.177795
D-cXGOF,J WHPR8avod',1625.611572
Ct,J ZEnF0AVxJRAjHh91PWocRj#KHz,2211.943848
nfrGoi,J dm-GPr21UjAW0mon3Bgd06NDZg,3366.843262
FhcwGByKXMlcBs-,J gIuxfTxbBZ,4423.175781
IhNAEHKaG,J isSrD3.Z6,3335.061279
VZvZAb,J j6fR2cDSEgAacd#EfX,2775.569336
PlM,J jJ3Ls?ZB2KbcEa,6212.797363
qDequRDvu,J lLxOQEc-CS7pv,1064.271362
uthxFbKTurTTWDUF,J m,9140.982422
AOEWOLSbX,J m9gN.QZJin,7421.503906
pigCRfHBQ,J pjskoBaBWyF-m,8657.621094
rHqxmcHYaLScbivz,J tIGqDJGeVr.Jpwe8rCF,5009.579590
weSItKr,J wqvM51X.gNp3O'I8,900.805420
xgN,J xJKMRsDqqZZjSvTdX1JMj,7730.312988
JAoizzyIiuuFtg,J!,6975.822754
-MyNwN UUs,J!!14!R3CX2'Kq6qnMLL#l,9845.000000
wVUhdWcC,J!!Lp 34-PySU1vlNF3Pd-N !7VP0IuU,262.141632
FPZrvpobLBGyvH,J!6fHLw4W4-LvkY.pXojr5 Kp,6997.481934
Ndj kpAMIu,J!BSey '3WrMHfupPAaeAyM3p5Cx1,1954.192627
hZbdTHW M,J!C.MnG5HGaROqjCn!?nImGu,5065.812500
SAKktYSQNrtwWqh,J!EHojJM2z5yKbI?McTuw,536.888245
zJK TA,J!GVu,2065.476074
DUYjuYD,J!Ia0Btbu.#i'1!7mpB#5wxKnmOvZmwT,1059.522827
ZpPnn,J!L9rz9IlX#Kv7Zg,6538.077637
CHYmIDoXvvzWOp,J!U5T5j0N'Rpg,5640.666992
VcFWJ,J!b 0,7902.546875
rfEFnTHkCxjlG,J!evf1tXdJ!,430.836975
ZXMD,J!lZ8lPwWhBKKUVS,4679.784668
UzizDu,J!mh5,4993.645020
TIS,J!r5dl?d 46qLmb#TE,7828.328613
vbByrX-R,J!tSn#Z138,6309.270020
rIbe,J#!-q8M8qk6e3.n2Qpw,7575.551270
GxUUoxSq,J#0G0CNWH.ckiEWPzWH6H!HDC4,5993.038086
GGf,J#?pOUtE2sniJxGplWiARGH,7772.171875
XAvIHI,J#BPA tbnD,1999.903076
fiPLcdLWX,J#DM0PPRDEDV-RQp9hG,6923.683594
-DOkwsqsolo,J#EJD9#,9598.215820
XOv,J#GAoTFDV,3991.937256
yHtDwZ,J#Gc8SqHr?6Qq3 sSSD,9629.013672
y,J#KjylgBclAXBdMV9fHo2IooZTFFN5,3328.991211
SfLWa,J#LGZN,7443.000977
kVv,J#PFfr8aQ!,8065.852539
WoytzNJNa,J#Q'ARI5u6!2,5808.825195
gWVZKeDAIO,J#QoI#,3203.505371
tbQ Fj,J#TXzQ6NA-mx#kznL,8664.528320
FjDHxYqbNtPb,J#Y,3508.870117
PMU,J#Y.mPFIiHU86yHDyf6Zt,666.858887
kaIO,J#ccoPbL,6992.994141
XW,J#foTW9sA.-EX!#pPSDW'3tsT,8451.375000
QZQHUQarlHLvs,J#gNTd5-g3F#.#6h?g,5268.634766
YRNNFDoJnS,J#oqP1.o5?#2xhl5,7345.744141
zlVgvt uZoYSqLOO,J#uzp870OUUMy.4!,1184.908203
TdDlqKPmKP,J#xaS.B925i642komf2.H,6231.997070
fYVTLfpDwcKW,J',8855.594727
Kvz-nOJzMWwLRkdA,J'!VDe5Ucb9XoIsSFh?PS47L1W2fEIy,3849.945068
bobIcXbHlkQXf,J'#.bj,834.079834
xXIYgWwkExB,J'3hlg6ZHKAOa-e6c4lXiF,3318.347900
kES,J'Dq#KZxXoMxoOFjaJzdIkHvz,5981.833496
hrMIoDuaCKQl,J'HYk,3181.709473
i,J'Kx4pCRsC0G1JPtmM85t3H6wX-,3024.577881
UqjWfhjGccyVMday,J'SX-ZVe Zqoh16jQH1y xWaUmy,3374.495605
PaWmkM,J'aLW4C0gQAN'DC7udhrYeiF2dmtP,9396.267578
fTUlDCioTknY,J'gTeKlHbtL!Z11QEtPFy?tr,727.100708
dZoTDWvXykZjUIy,J'hgZ.OHnh 0iT7jBacACIBDU?bj#7,7252.193848
HlbfzWIJbOcerOg,J-,1152.811279
nz,J-41NG o9dQ2Dhyuiy-MiP,8373.480469
SWV,J-42xS!wwRxmBzcx2WmEngfQl!,6821.416992
As-GHXfz,J-C'ITn0Tfa,6517.562988
NkP-hVYKHW,J-F.qhg1mR1gi 5gcaifk.3uQyAj5,7062.320801
oNRviZwh,J-H8FjAJFr8vc5cBNo38lRI#,667.326721
eDadRlVgnYGC,J-HJAheJMYhBEgK?IKR,6641.588867
tftLIv,J-HeyT1H1mbg,1503.946167
